"account_id","ip_drift","velocity_drift","foreign_pct_drift","spend_ratio_drift","drift_signals_positive","pre_crime_verdict"
"ACC0034515","-15.02","0.43","-30.00","-1.14",1,"🟢 No clear drift"
"ACC0001340","-15.03","-0.86","14.29","-3.50",1,"🟢 No clear drift"
"ACC0004587","-15.08","0.76","-19.05","-3.70",1,"🟢 No clear drift"
"ACC0008750","-15.17","-1.17","33.33","-0.29",1,"🟢 No clear drift"
"ACC0022281","-15.19","-0.55","-73.21","6.86",1,"🟢 No clear drift"
"ACC0017377","-15.25","0.17","-16.67","-2.03",1,"🟢 No clear drift"
"ACC0037706","-15.33","0.17","-16.67","-2.72",1,"🟢 No clear drift"
"ACC0048623","-15.34","0.27","-9.05","-1.04",1,"🟢 No clear drift"
"ACC0037098","-15.50","-0.67","-33.33","3.65",1,"🟢 No clear drift"
"ACC0001410","-15.60","-0.21","-15.24","1.21",1,"🟢 No clear drift"
"ACC0022751","-15.82","0.54","-85.71","-5.18",1,"🟢 No clear drift"
"ACC0022696","-15.84","1.60","-40.00","-1.47",1,"🟢 No clear drift"
"ACC0039342","-15.93","-0.14","-14.29","4.40",1,"🟢 No clear drift"
"ACC0031681","-15.98","-0.56","-22.22","0.24",1,"🟢 No clear drift"
"ACC0045214","-16.08","0.68","-31.82","-1.80",1,"🟢 No clear drift"
"ACC0001423","-16.09","-0.87","-40.00","0.65",1,"🟢 No clear drift"
"ACC0049658","-16.19","-0.74","-2.73","1.28",1,"🟢 No clear drift"
"ACC0044402","-16.22","-1.00","-16.67","2.27",1,"🟢 No clear drift"
"ACC0033243","-16.39","-0.13","-28.57","0.32",1,"🟢 No clear drift"
"ACC0019330","-16.42","-0.20","-60.00","0.65",1,"🟢 No clear drift"
"ACC0031538","-16.43","-0.98","-19.05","1.31",1,"🟢 No clear drift"
"ACC0012322","-16.47","-0.30","-60.00","0.63",1,"🟢 No clear drift"
"ACC0000286","-16.49","0.29","-28.57","-0.23",1,"🟢 No clear drift"
"ACC0008892","-16.55","0.50","-16.67","-0.75",1,"🟢 No clear drift"
"ACC0036805","-16.72","-0.67","-50.00","2.80",1,"🟢 No clear drift"
"ACC0021244","-16.72","-0.50","-16.67","1.00",1,"🟢 No clear drift"
"ACC0018087","-17.22","0.17","-50.00","-3.25",1,"🟢 No clear drift"
"ACC0035452","-17.34","-0.25","-7.14","4.85",1,"🟢 No clear drift"
"ACC0014731","-17.56","0.33","-2.38","-1.90",1,"🟢 No clear drift"
"ACC0045384","-17.62","0.62","-30.77","-0.07",1,"🟢 No clear drift"
"ACC0045262","-17.74","-1.00","-40.00","1.20",1,"🟢 No clear drift"
"ACC0018995","-17.75","0.63","-12.50","-0.89",1,"🟢 No clear drift"
"ACC0030602","-17.76","0.00","0.00","0.50",1,"🟢 No clear drift"
"ACC0046622","-17.82","1.00","0.00","-1.28",1,"🟢 No clear drift"
"ACC0026798","-17.92","-0.76","-33.33","3.58",1,"🟢 No clear drift"
"ACC0011973","-17.95","0.76","-35.71","-0.85",1,"🟢 No clear drift"
"ACC0015533","-18.02","-1.33","-33.33","0.44",1,"🟢 No clear drift"
"ACC0006280","-18.04","0.40","-20.00","-1.37",1,"🟢 No clear drift"
"ACC0041432","-18.05","-0.50","9.52","-1.58",1,"🟢 No clear drift"
"ACC0011611","-18.16","-0.09","-40.91","4.10",1,"🟢 No clear drift"
"ACC0027704","-18.24","0.57","-42.86","-0.42",1,"🟢 No clear drift"
"ACC0019853","-18.43","0.33","0.00","-1.71",1,"🟢 No clear drift"
"ACC0044489","-18.55","0.07","-26.67","-4.68",1,"🟢 No clear drift"
"ACC0037851","-18.72","-0.33","0.00","0.23",1,"🟢 No clear drift"
"ACC0023915","-18.78","0.20","-60.00","-0.03",1,"🟢 No clear drift"
"ACC0034275","-19.16","0.00","-28.57","3.43",1,"🟢 No clear drift"
"ACC0006474","-19.88","0.50","-60.00","-2.92",1,"🟢 No clear drift"
"ACC0021863","-20.02","0.17","-33.33","-2.59",1,"🟢 No clear drift"
"ACC0012569","-20.36","-0.14","-28.57","11.97",1,"🟢 No clear drift"
"ACC0037909","-20.38","-0.83","-50.00","0.44",1,"🟢 No clear drift"
"ACC0027440","-20.44","0.00","0.00","1.28",1,"🟢 No clear drift"
"ACC0023849","-20.91","-1.63","-6.67","5.97",1,"🟢 No clear drift"
"ACC0044301","-20.94","-0.38","-50.00","1.14",1,"🟢 No clear drift"
"ACC0030797","-20.97","-1.00","-28.57","0.47",1,"🟢 No clear drift"
"ACC0014826","-20.98","0.14","-57.14","-6.24",1,"🟢 No clear drift"
"ACC0010831","-21.08","-0.20","-40.00","2.90",1,"🟢 No clear drift"
"ACC0038976","-21.23","0.57","-60.00","-1.37",1,"🟢 No clear drift"
"ACC0008206","-21.30","0.20","-80.00","-7.38",1,"🟢 No clear drift"
"ACC0021270","-21.36","-0.33","-22.22","3.23",1,"🟢 No clear drift"
"ACC0023970","-21.72","-0.40","-40.00","0.51",1,"🟢 No clear drift"
"ACC0047021","-21.82","0.30","-3.33","-2.36",1,"🟢 No clear drift"
"ACC0043845","-22.20","-0.57","-40.00","0.80",1,"🟢 No clear drift"
"ACC0020944","-22.77","-0.29","-28.57","2.19",1,"🟢 No clear drift"
"ACC0020294","-22.78","-0.60","-20.00","0.18",1,"🟢 No clear drift"
"ACC0006958","-22.99","-0.77","-26.67","1.43",1,"🟢 No clear drift"
"ACC0019940","-23.36","-0.97","-23.33","0.59",1,"🟢 No clear drift"
"ACC0031308","-23.53","-0.37","-26.67","0.69",1,"🟢 No clear drift"
"ACC0041111","-23.72","0.20","-41.82","-0.08",1,"🟢 No clear drift"
"ACC0023465","-24.45","0.71","-15.56","-3.37",1,"🟢 No clear drift"
"ACC0014931","-24.46","-0.20","-20.00","5.79",1,"🟢 No clear drift"
"ACC0048329","-24.75","0.00","-50.00","1.01",1,"🟢 No clear drift"
"ACC0043034","-24.88","0.20","0.00","-1.72",1,"🟢 No clear drift"
"ACC0006384","-27.42","0.00","0.00","3.08",1,"🟢 No clear drift"
"ACC0017562","-34.49","0.60","-60.00","-0.58",1,"🟢 No clear drift"
"ACC0036202","-0.07","-0.43","-42.86","-0.40",0,"🟢 No clear drift"
"ACC0036217","-0.08","0.00","0.00","-0.99",0,"🟢 No clear drift"
"ACC0035630","-0.09","-0.86","-5.36","-2.99",0,"🟢 No clear drift"
"ACC0002711","-0.10","-0.27","-23.33","-1.27",0,"🟢 No clear drift"
"ACC0014141","-0.14","-0.71","-14.29","-2.85",0,"🟢 No clear drift"
"ACC0004634","-0.18","-0.33","-6.67","-1.39",0,"🟢 No clear drift"
"ACC0033208","-0.20","0.00","-12.50","-3.77",0,"🟢 No clear drift"
"ACC0011073","-0.20","0.00","-22.22","-1.28",0,"🟢 No clear drift"
"ACC0037105","-0.24","-0.40","0.00","-0.75",0,"🟢 No clear drift"
"ACC0048760","-0.25","-0.17","-50.00","-1.56",0,"🟢 No clear drift"
"ACC0046925","-0.27","-1.67","-16.67","-0.92",0,"🟢 No clear drift"
"ACC0034577","-0.29","-0.06","-40.42","-1.48",0,"🟢 No clear drift"
"ACC0033428","-0.30","0.00","-20.00","-3.79",0,"🟢 No clear drift"
"ACC0049650","-0.32","-0.03","-13.89","-1.31",0,"🟢 No clear drift"
"ACC0008383","-0.33","-0.75","0.00","0.00",0,"🟢 No clear drift"
"ACC0011955","-0.36","-0.05","-15.95","-0.26",0,"🟢 No clear drift"
"ACC0043630","-0.37","-0.14","-28.57","-0.94",0,"🟢 No clear drift"
"ACC0005347","-0.37","-0.07","-20.00","-4.04",0,"🟢 No clear drift"
"ACC0024599","-0.43","-1.13","-25.00","-2.58",0,"🟢 No clear drift"
"ACC0038060","-0.47","-0.75","-5.36","-0.23",0,"🟢 No clear drift"
"ACC0026665","-0.48","-0.38","-4.17","-1.31",0,"🟢 No clear drift"
"ACC0013818","-0.48","-0.20","-20.00","-9.01",0,"🟢 No clear drift"
"ACC0041811","-0.48","-0.09","-1.79","-4.68",0,"🟢 No clear drift"
"ACC0032530","-0.51","-0.09","-54.55","-2.32",0,"🟢 No clear drift"
"ACC0033225","-0.55","-0.25","-16.07","-0.41",0,"🟢 No clear drift"
"ACC0040136","-0.58","-0.53","-54.17","-2.27",0,"🟢 No clear drift"
"ACC0023061","-0.59","0.00","-6.67","-2.02",0,"🟢 No clear drift"
"ACC0040951","-0.62","0.00","-33.33","-1.15",0,"🟢 No clear drift"
"ACC0049080","-0.64","-0.46","-1.10","-5.31",0,"🟢 No clear drift"
"ACC0030905","-0.67","-0.03","-0.76","-2.14",0,"🟢 No clear drift"
"ACC0013924","-0.68","-0.80","-40.00","-1.63",0,"🟢 No clear drift"
"ACC0049538","-0.69","-0.09","0.00","-0.87",0,"🟢 No clear drift"
"ACC0031067","-0.72","0.00","-8.00","-2.81",0,"🟢 No clear drift"
"ACC0015428","-0.73","-0.41","-3.57","-0.51",0,"🟢 No clear drift"
"ACC0007485","-0.74","-0.19","-1.39","-2.59",0,"🟢 No clear drift"
"ACC0016689","-0.75","-0.08","-25.00","-0.18",0,"🟢 No clear drift"
"ACC0005717","-0.77","0.00","-34.17","-2.03",0,"🟢 No clear drift"
"ACC0008427","-0.78","-0.21","-5.56","-3.90",0,"🟢 No clear drift"
"ACC0049225","-0.80","-0.13","-6.67","-4.82",0,"🟢 No clear drift"
"ACC0016902","-0.82","-0.25","0.00","-2.02",0,"🟢 No clear drift"
"ACC0048847","-0.90","-0.43","0.00","-0.08",0,"🟢 No clear drift"
"ACC0013074","-0.97","-0.33","-26.67","-0.05",0,"🟢 No clear drift"
"ACC0022076","-0.98","-0.54","-7.35","-0.02",0,"🟢 No clear drift"
"ACC0039423","-0.99","-0.10","-6.90","-1.82",0,"🟢 No clear drift"
"ACC0028004","-1.02","0.00","0.00","-3.26",0,"🟢 No clear drift"
"ACC0045696","-1.03","-0.27","0.00","-1.08",0,"🟢 No clear drift"
"ACC0024394","-1.03","-0.17","-16.67","-1.28",0,"🟢 No clear drift"
"ACC0013796","-1.07","-0.87","-21.82","-0.63",0,"🟢 No clear drift"
"ACC0036775","-1.07","-0.30","-6.98","-0.85",0,"🟢 No clear drift"
"ACC0012917","-1.09","-0.23","-7.50","-0.75",0,"🟢 No clear drift"
"ACC0032980","-1.09","-0.30","-20.00","-0.99",0,"🟢 No clear drift"
"ACC0004918","-1.10","-0.44","0.00","-0.32",0,"🟢 No clear drift"
"ACC0019199","-1.13","-0.17","0.00","-1.07",0,"🟢 No clear drift"
"ACC0039703","-1.13","-0.67","-22.22","-1.75",0,"🟢 No clear drift"
"ACC0044601","-1.14","-0.20","-40.00","-2.00",0,"🟢 No clear drift"
"ACC0012845","-1.16","-1.00","-20.00","-8.17",0,"🟢 No clear drift"
"ACC0025442","-1.20","-1.00","-20.00","-0.07",0,"🟢 No clear drift"
"ACC0003940","-1.21","-0.83","-3.33","-0.13",0,"🟢 No clear drift"
"ACC0034195","-1.29","-0.48","-1.75","-0.45",0,"🟢 No clear drift"
"ACC0032960","-1.31","-0.83","-19.05","-0.15",0,"🟢 No clear drift"
"ACC0001792","-1.32","-0.49","-7.35","-1.05",0,"🟢 No clear drift"
"ACC0035379","-1.33","0.00","-14.29","-6.97",0,"🟢 No clear drift"
"ACC0025110","-1.33","-0.16","-3.03","-4.54",0,"🟢 No clear drift"
"ACC0008601","-1.34","-0.92","-7.69","-1.68",0,"🟢 No clear drift"
"ACC0032113","-1.38","-0.55","-3.64","-0.08",0,"🟢 No clear drift"
"ACC0022557","-1.39","-0.57","-2.78","-1.22",0,"🟢 No clear drift"
"ACC0015329","-1.39","-0.40","-13.75","-2.26",0,"🟢 No clear drift"
"ACC0038910","-1.40","-0.29","-55.56","-0.29",0,"🟢 No clear drift"
"ACC0018167","-1.42","-0.14","-10.67","-3.20",0,"🟢 No clear drift"
"ACC0007102","-1.43","-0.11","-11.11","-3.90",0,"🟢 No clear drift"
"ACC0037654","-1.44","-0.37","-1.82","-1.71",0,"🟢 No clear drift"
"ACC0033552","-1.47","-0.33","-50.00","-0.62",0,"🟢 No clear drift"
"ACC0026554","-1.48","-0.48","-17.86","-0.28",0,"🟢 No clear drift"
"ACC0026880","-1.49","-0.29","-32.42","0.00",0,"🟢 No clear drift"
"ACC0042390","-1.53","-0.13","0.00","-0.80",0,"🟢 No clear drift"
"ACC0034378","-1.53","-0.14","0.00","-0.46",0,"🟢 No clear drift"
"ACC0044430","-1.56","-0.11","-16.67","-0.72",0,"🟢 No clear drift"
"ACC0036486","-1.57","0.00","-14.29","-1.44",0,"🟢 No clear drift"
"ACC0019375","-1.58","-0.52","-8.70","-1.09",0,"🟢 No clear drift"
"ACC0033569","-1.59","-0.33","0.00","-0.31",0,"🟢 No clear drift"
"ACC0026595","-1.62","0.00","-5.56","-1.98",0,"🟢 No clear drift"
"ACC0035406","-1.64","-0.15","-3.21","-3.16",0,"🟢 No clear drift"
"ACC0012074","-1.65","-0.40","-40.00","-0.77",0,"🟢 No clear drift"
"ACC0001233","-1.65","-0.25","0.00","-3.53",0,"🟢 No clear drift"
"ACC0014173","-1.68","-0.11","-31.58","-0.98",0,"🟢 No clear drift"
"ACC0022388","-1.70","-0.67","-33.33","-1.07",0,"🟢 No clear drift"
"ACC0034585","-1.72","-0.29","-14.29","-0.96",0,"🟢 No clear drift"
"ACC0035839","-1.72","-0.83","0.00","-0.26",0,"🟢 No clear drift"
"ACC0005107","-1.73","-0.32","-4.44","-0.43",0,"🟢 No clear drift"
"ACC0044753","-1.73","-0.05","0.00","-0.08",0,"🟢 No clear drift"
"ACC0029857","-1.76","0.00","-12.50","0.00",0,"🟢 No clear drift"
"ACC0020818","-1.76","-0.53","-1.65","-2.19",0,"🟢 No clear drift"
"ACC0049371","-1.80","-0.18","-17.65","-0.02",0,"🟢 No clear drift"
"ACC0018567","-1.81","0.00","-1.58","-0.36",0,"🟢 No clear drift"
"ACC0015433","-1.82","-0.79","-16.07","-0.43",0,"🟢 No clear drift"
"ACC0020016","-1.85","-0.30","-6.67","-2.43",0,"🟢 No clear drift"
"ACC0008291","-1.87","-0.17","0.00","-8.80",0,"🟢 No clear drift"
"ACC0038221","-1.87","-0.29","-21.43","-0.60",0,"🟢 No clear drift"
"ACC0010222","-1.90","-0.54","-15.38","-6.76",0,"🟢 No clear drift"
"ACC0001530","-1.94","0.00","0.00","-1.13",0,"🟢 No clear drift"
"ACC0040634","-1.96","-0.17","-6.67","-1.06",0,"🟢 No clear drift"
"ACC0004440","-1.98","-0.02","-1.84","-1.59",0,"🟢 No clear drift"
"ACC0039683","-1.98","-0.19","-21.67","-5.36",0,"🟢 No clear drift"
"ACC0036904","-2.02","-0.20","-20.00","-0.29",0,"🟢 No clear drift"
"ACC0011502","-2.03","0.00","-20.13","-0.97",0,"🟢 No clear drift"
"ACC0031546","-2.04","-0.45","-38.10","-0.10",0,"🟢 No clear drift"
"ACC0025787","-2.06","0.00","0.00","-1.84",0,"🟢 No clear drift"
"ACC0032223","-2.09","-0.86","-14.29","-0.23",0,"🟢 No clear drift"
"ACC0018440","-2.10","-0.48","-2.38","-0.35",0,"🟢 No clear drift"
"ACC0049304","-2.10","-0.33","0.00","-0.01",0,"🟢 No clear drift"
"ACC0018184","-2.12","-0.60","-4.76","-0.98",0,"🟢 No clear drift"
"ACC0008035","-2.14","-0.33","0.00","-3.96",0,"🟢 No clear drift"
"ACC0009369","-2.21","-0.29","0.00","-0.33",0,"🟢 No clear drift"
"ACC0021452","-2.22","-0.09","-12.73","-1.07",0,"🟢 No clear drift"
"ACC0010942","-2.22","-1.00","0.00","-5.83",0,"🟢 No clear drift"
"ACC0019242","-2.23","-0.15","-1.82","-0.09",0,"🟢 No clear drift"
"ACC0033232","-2.24","-0.20","-20.00","-0.28",0,"🟢 No clear drift"
"ACC0046030","-2.25","-0.13","-1.03","-0.32",0,"🟢 No clear drift"
"ACC0008056","-2.28","-0.07","-9.52","-0.16",0,"🟢 No clear drift"
"ACC0025793","-2.29","-0.33","-9.62","-9.02",0,"🟢 No clear drift"
"ACC0049939","-2.30","-0.14","0.00","-0.46",0,"🟢 No clear drift"
"ACC0039080","-2.30","-1.00","-20.00","-2.61",0,"🟢 No clear drift"
"ACC0004113","-2.30","0.00","-24.44","-2.40",0,"🟢 No clear drift"
"ACC0034368","-2.33","-0.80","0.00","-0.61",0,"🟢 No clear drift"
"ACC0018754","-2.33","0.00","-33.33","-2.23",0,"🟢 No clear drift"
"ACC0012028","-2.33","-0.93","-23.33","-2.74",0,"🟢 No clear drift"
"ACC0020239","-2.34","0.00","-15.24","-3.47",0,"🟢 No clear drift"
"ACC0039732","-2.35","-0.25","-16.67","-4.75",0,"🟢 No clear drift"
"ACC0046953","-2.35","-0.06","-12.50","-0.05",0,"🟢 No clear drift"
"ACC0048138","-2.35","-0.93","-50.00","-0.79",0,"🟢 No clear drift"
"ACC0038790","-2.35","-0.08","-4.00","-0.29",0,"🟢 No clear drift"
"ACC0022800","-2.37","-0.14","-14.29","-1.99",0,"🟢 No clear drift"
"ACC0002368","-2.38","-0.34","-10.53","-0.86",0,"🟢 No clear drift"
"ACC0007884","-2.41","-1.08","-16.67","-0.49",0,"🟢 No clear drift"
"ACC0001452","-2.45","-0.27","-3.33","-2.09",0,"🟢 No clear drift"
"ACC0023165","-2.46","0.00","-44.64","-1.39",0,"🟢 No clear drift"
"ACC0010001","-2.46","-0.43","-19.05","-0.41",0,"🟢 No clear drift"
"ACC0033864","-2.48","-0.25","-1.32","-0.07",0,"🟢 No clear drift"
"ACC0028579","-2.49","0.00","-10.99","-1.15",0,"🟢 No clear drift"
"ACC0035747","-2.50","-1.67","0.00","-0.35",0,"🟢 No clear drift"
"ACC0017095","-2.59","-0.96","-28.03","-3.42",0,"🟢 No clear drift"
"ACC0004261","-2.60","-0.70","-16.19","-0.80",0,"🟢 No clear drift"
"ACC0024044","-2.62","-0.40","-20.00","-0.10",0,"🟢 No clear drift"
"ACC0018447","-2.63","-1.00","-42.86","-2.61",0,"🟢 No clear drift"
"ACC0009815","-2.66","-0.22","-7.25","-0.56",0,"🟢 No clear drift"
"ACC0008721","-2.66","-0.29","-40.00","-4.26",0,"🟢 No clear drift"
"ACC0017081","-2.68","-0.05","-7.84","-0.23",0,"🟢 No clear drift"
"ACC0027714","-2.72","-0.50","0.00","-2.16",0,"🟢 No clear drift"
"ACC0016755","-2.75","-0.33","0.00","-0.05",0,"🟢 No clear drift"
"ACC0027133","-2.78","-0.01","-12.12","-2.85",0,"🟢 No clear drift"
"ACC0009611","-2.80","-0.43","0.00","-2.12",0,"🟢 No clear drift"
"ACC0016743","-2.80","-0.80","0.00","-3.75",0,"🟢 No clear drift"
"ACC0043302","-2.82","-0.52","-3.33","-4.67",0,"🟢 No clear drift"
"ACC0034389","-2.83","-0.17","-23.64","-9.56",0,"🟢 No clear drift"
"ACC0004393","-2.85","-0.39","-19.64","-3.01",0,"🟢 No clear drift"
"ACC0014076","-2.87","-0.52","-1.79","-0.66",0,"🟢 No clear drift"
"ACC0011225","-2.87","-0.11","-44.44","-0.48",0,"🟢 No clear drift"
"ACC0028402","-2.91","-0.63","-5.36","-0.22",0,"🟢 No clear drift"
"ACC0047042","-2.92","-0.38","-3.64","-0.59",0,"🟢 No clear drift"
"ACC0013881","-2.96","0.00","-9.09","-2.36",0,"🟢 No clear drift"
"ACC0032635","-3.00","-0.40","-20.00","-0.50",0,"🟢 No clear drift"
"ACC0019521","-3.02","-0.18","-8.09","-0.19",0,"🟢 No clear drift"
"ACC0041636","-3.05","0.00","-15.38","-0.40",0,"🟢 No clear drift"
"ACC0041706","-3.06","-0.20","-20.00","-5.42",0,"🟢 No clear drift"
"ACC0039533","-3.07","-0.30","-8.79","-0.14",0,"🟢 No clear drift"
"ACC0002764","-3.08","-0.33","-33.33","-0.54",0,"🟢 No clear drift"
"ACC0038997","-3.14","-0.31","0.00","-2.07",0,"🟢 No clear drift"
"ACC0031797","-3.14","-1.20","-10.00","-1.72",0,"🟢 No clear drift"
"ACC0000713","-3.15","-0.05","-2.38","-0.13",0,"🟢 No clear drift"
"ACC0024518","-3.15","-0.45","-2.38","-1.58",0,"🟢 No clear drift"
"ACC0045951","-3.20","-0.22","-1.10","-3.65",0,"🟢 No clear drift"
"ACC0028787","-3.22","-0.88","-20.45","-4.02",0,"🟢 No clear drift"
"ACC0026579","-3.23","-0.71","0.00","-1.33",0,"🟢 No clear drift"
"ACC0032723","-3.24","0.00","-55.56","-0.15",0,"🟢 No clear drift"
"ACC0040802","-3.24","-0.31","0.00","-1.59",0,"🟢 No clear drift"
"ACC0043596","-3.30","0.00","-14.29","-2.36",0,"🟢 No clear drift"
"ACC0025937","-3.32","-0.22","-33.33","-2.42",0,"🟢 No clear drift"
"ACC0016744","-3.32","-0.07","-3.33","-1.38",0,"🟢 No clear drift"
"ACC0024085","-3.32","-0.33","0.00","-0.84",0,"🟢 No clear drift"
"ACC0010553","-3.33","-0.60","-40.00","-4.04",0,"🟢 No clear drift"
"ACC0036296","-3.34","-0.01","-1.82","-0.37",0,"🟢 No clear drift"
"ACC0039065","-3.37","0.00","0.00","-4.66",0,"🟢 No clear drift"
"ACC0019778","-3.38","-0.56","-44.44","-6.22",0,"🟢 No clear drift"
"ACC0012348","-3.42","-0.17","-16.67","-1.45",0,"🟢 No clear drift"
"ACC0034562","-3.43","-0.14","-16.67","-2.99",0,"🟢 No clear drift"
"ACC0040012","-3.43","-1.10","-23.33","-2.23",0,"🟢 No clear drift"
"ACC0002648","-3.46","-0.75","-10.26","-0.93",0,"🟢 No clear drift"
"ACC0008519","-3.47","-1.00","-16.67","-3.17",0,"🟢 No clear drift"
"ACC0019882","-3.49","-0.73","-9.09","-3.16",0,"🟢 No clear drift"
"ACC0038187","-3.50","-0.43","-28.57","-5.35",0,"🟢 No clear drift"
"ACC0015723","-3.51","-0.40","-2.38","-0.70",0,"🟢 No clear drift"
"ACC0033674","-3.53","-0.21","-15.79","-0.67",0,"🟢 No clear drift"
"ACC0039344","-3.54","-1.00","-57.14","-0.21",0,"🟢 No clear drift"
"ACC0035086","-3.54","-0.39","-43.06","-3.53",0,"🟢 No clear drift"
"ACC0022133","-3.57","-0.17","-8.29","-0.37",0,"🟢 No clear drift"
"ACC0045301","-3.58","-0.08","0.00","-0.49",0,"🟢 No clear drift"
"ACC0032357","-3.61","-0.11","0.00","-0.28",0,"🟢 No clear drift"
"ACC0023946","-3.62","-0.44","-11.11","-0.50",0,"🟢 No clear drift"
"ACC0001406","-3.66","-0.50","-25.00","-0.82",0,"🟢 No clear drift"
"ACC0008217","-3.66","-0.40","-20.00","-40.25",0,"🟢 No clear drift"
"ACC0030957","-3.66","0.00","-20.00","-0.29",0,"🟢 No clear drift"
"ACC0009605","-3.69","-0.67","-11.11","-1.37",0,"🟢 No clear drift"
"ACC0030612","-3.70","-0.80","-30.00","-1.06",0,"🟢 No clear drift"
"ACC0002705","-3.72","-0.14","-2.78","-0.82",0,"🟢 No clear drift"
"ACC0008420","-3.77","-0.07","-6.90","-0.37",0,"🟢 No clear drift"
"ACC0045393","-3.78","-0.26","-19.05","-6.37",0,"🟢 No clear drift"
"ACC0023440","-3.80","-0.27","0.00","-1.06",0,"🟢 No clear drift"
"ACC0037437","-3.80","-0.14","-4.76","-2.84",0,"🟢 No clear drift"
"ACC0001695","-3.80","-0.57","-8.70","-0.09",0,"🟢 No clear drift"
"ACC0016187","-3.81","-0.08","0.00","-0.04",0,"🟢 No clear drift"
"ACC0008611","-3.81","-0.30","-10.00","-0.48",0,"🟢 No clear drift"
"ACC0001814","-3.83","-0.04","-12.77","-0.02",0,"🟢 No clear drift"
"ACC0002602","-3.86","-0.13","-12.50","-1.41",0,"🟢 No clear drift"
"ACC0026214","-3.90","-0.64","-21.43","-5.96",0,"🟢 No clear drift"
"ACC0009495","-3.91","-0.11","0.00","-2.80",0,"🟢 No clear drift"
"ACC0003772","-3.93","0.00","-25.00","-1.48",0,"🟢 No clear drift"
"ACC0041436","-3.94","-0.33","0.00","-1.68",0,"🟢 No clear drift"
"ACC0027715","-3.95","-0.33","-50.00","-0.30",0,"🟢 No clear drift"
"ACC0003420","-3.96","-1.02","-17.86","-3.07",0,"🟢 No clear drift"
"ACC0020118","-3.96","-0.44","-11.11","-1.71",0,"🟢 No clear drift"
"ACC0043698","-3.97","0.00","-7.02","-0.40",0,"🟢 No clear drift"
"ACC0028158","-4.00","-1.57","-19.05","-5.01",0,"🟢 No clear drift"
"ACC0032485","-4.04","-0.33","-3.33","-3.73",0,"🟢 No clear drift"
"ACC0009149","-4.06","-1.00","-46.67","-0.31",0,"🟢 No clear drift"
"ACC0020615","-4.08","-1.13","-12.50","-2.58",0,"🟢 No clear drift"
"ACC0020988","-4.10","-0.02","-19.05","-0.19",0,"🟢 No clear drift"
"ACC0042989","-4.11","-0.50","-25.00","-7.55",0,"🟢 No clear drift"
"ACC0040667","-4.22","-0.14","-15.71","-0.32",0,"🟢 No clear drift"
"ACC0020659","-4.22","-0.67","0.00","-0.94",0,"🟢 No clear drift"
"ACC0014345","-4.25","-0.33","-11.36","-2.71",0,"🟢 No clear drift"
"ACC0023569","-4.26","-0.12","-5.93","-0.16",0,"🟢 No clear drift"
"ACC0041043","-4.27","-0.33","-16.67","-2.32",0,"🟢 No clear drift"
"ACC0003956","-4.29","-1.10","-20.00","-1.39",0,"🟢 No clear drift"
"ACC0017777","-4.29","0.00","0.00","-6.46",0,"🟢 No clear drift"
"ACC0009250","-4.30","-0.12","-2.38","-2.14",0,"🟢 No clear drift"
"ACC0044463","-4.32","-0.53","0.00","-16.05",0,"🟢 No clear drift"
"ACC0048459","-4.33","-0.29","-14.29","-7.19",0,"🟢 No clear drift"
"ACC0020051","-4.34","-0.20","0.00","-3.64",0,"🟢 No clear drift"
"ACC0030302","-4.36","0.00","-7.14","-0.10",0,"🟢 No clear drift"
"ACC0015017","-4.38","-0.18","-1.67","-0.95",0,"🟢 No clear drift"
"ACC0008684","-4.51","-0.66","-23.63","-0.60",0,"🟢 No clear drift"
"ACC0044966","-4.53","-1.03","-6.67","-2.12",0,"🟢 No clear drift"
"ACC0045433","-4.54","-0.20","0.00","-0.32",0,"🟢 No clear drift"
"ACC0020372","-4.55","0.00","0.00","-2.79",0,"🟢 No clear drift"
"ACC0010284","-4.56","-0.36","-29.55","-0.74",0,"🟢 No clear drift"
"ACC0005221","-4.59","-0.54","-7.69","-1.83",0,"🟢 No clear drift"
"ACC0005300","-4.60","-0.17","0.00","-0.53",0,"🟢 No clear drift"
"ACC0028621","-4.65","0.00","-17.11","-2.68",0,"🟢 No clear drift"
"ACC0031518","-4.76","-0.23","-5.36","-0.96",0,"🟢 No clear drift"
"ACC0005983","-4.77","-0.33","-22.22","-0.51",0,"🟢 No clear drift"
"ACC0035731","-4.78","0.00","0.00","-0.37",0,"🟢 No clear drift"
"ACC0014881","-4.79","-0.56","-16.19","-1.05",0,"🟢 No clear drift"
"ACC0001220","-4.82","-0.11","-22.22","-1.20",0,"🟢 No clear drift"
"ACC0014716","-4.82","-0.58","0.00","-0.48",0,"🟢 No clear drift"
"ACC0021589","-4.83","-0.25","-1.79","-1.48",0,"🟢 No clear drift"
"ACC0028252","-4.85","-0.75","-25.00","-0.43",0,"🟢 No clear drift"
"ACC0001319","-4.88","0.00","-25.00","-1.28",0,"🟢 No clear drift"
"ACC0045205","-4.88","-1.00","0.00","-1.78",0,"🟢 No clear drift"
"ACC0023530","-4.94","0.00","-20.00","-1.11",0,"🟢 No clear drift"
"ACC0046148","-4.97","-0.10","-10.00","-1.84",0,"🟢 No clear drift"
"ACC0024775","-5.09","-0.60","-20.00","-0.10",0,"🟢 No clear drift"
"ACC0031296","-5.10","-0.67","-16.67","-3.72",0,"🟢 No clear drift"
